compound_name,Canonical Smile,Predicted pIC50,standard_value,Bioactivity
"20-Oxo-5beta-pregnane-3alpha,7alpha-diol 3-(4-oxo-4-hydroxybutyrate)7-acetate",CC(=O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OC(=O)CCC(=O)O)C)OC(=O)C)C,5.2729883,5333.492400331552,intermediate
"20-Oxo-5alpha-pregnane-3alpha,7alpha-diol 3-sulfate7-nicotinate",CC(=O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)OC(=O)C5=CN=CC=C5)C,7.5420747,28.702869713217204,active
20-Oxo-5alpha-pregnane-3alpha-ol (4-oxo-4-hydroxybutyrate),CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)CCC(=O)O)C)C,5.256142,5544.442202396791,intermediate
"Pregnane-3,20-dione, (5b)-",CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,4.2545137,55652.70261538394,inactive
"Pregnane-3,17,20-triol-3-glucuronide",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C)O)O,4.2861066,51747.98141992276,inactive
"(20R)-20-Methyl-3beta-[[3-[(4-aminobutyl)amino]propyl]amino]-5alpha-pregnane-7alpha,21-diol 21-sulfate",CC(COS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)NCCCNCCCCN)C)O)C,5.190854,6443.857494066097,intermediate
(5alpha)-Pregnane,CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.459183,34738.9577059199,inactive
"17-alpha-Hydroxy-5-beta-pregnane-3-alpha,20-alpha-diyl diacetate",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O)OC(=O)C,4.7357974,18373.952730424346,inactive
"5-beta-Pregnane-3-alpha,6-alpha,17-alpha,20-beta-tetrol",CC(C1(CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C)O)O,4.566004,27164.155040915182,inactive
"(5alpha)-Pregnane-2,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4C3(CC(=O)CC4)C)C,3.9685361,107513.71323045582,inactive
"(5alpha)-Pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCCC4)C)C,4.7496476,17797.228755822794,inactive
"11,20-Dioxo-5-B-pregnane-3-A,21-diyl-bis-(-B-D-glucuronide triacetate ME ester)",CC(=O)OC1C(C(OC(C1OC(=O)C)OCC(=O)C2CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)C)C)C(=O)OC)OC(=O)C,4.416817,38298.592332485256,inactive
"11,20-Dioxo-5-pregnane-3-bis(D-glucuronide triacetate ME ester) 20-semicarbazone",CC(=O)OC1C(C(OC(C1OC(=O)C)OCC(=NNC(=O)N)C2CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)C)C)C(=O)OC)OC(=O)C,4.48659,32614.45242473021,inactive
"20-Oxo-5-beta-pregnane-3-alpha,7-alpha,12-alpha-triyl triacetate",CC(=O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)OC(=O)C)C,4.8844223,13049.014020435792,inactive
"11-B-HO-20-Oxo-5-B-pregnane-3-A,21-diyl bis(B-D-glucuronide-triacetate ME ester)",CC(=O)OC1C(C(OC(C1OC(=O)C)OCC(=O)C2CCC3C2(CC(C4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)C)O)C)C(=O)OC)OC(=O)C,4.479318,33165.14176688941,inactive
"11-HO-20-Oxo-5-pregnane-3,21-diyl 3-acetate 21(D-glucuronide acetate ME ester",CC(=O)OC1CCC2(C(C1)CCC3C2C(CC4(C3CCC4C(=NNC(=O)N)COC5C(C(C(C(O5)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)C)O)C,4.549091,28242.89020665049,inactive
"11,20-Dioxo-5alpha-pregnane-3alpha,17,21-triol 3-sulfate",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)OS(=O)(=O)O,4.666067,21574.10939621624,inactive
"20-Oxo-5beta-pregnane-3alpha,11beta,17,21-tetraol 21-sulfate",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)COS(=O)(=O)O)O)C)O)O,4.759914,17381.453009223456,inactive
"17-Hydroxy-3alpha,21-bis(sulfooxy)-5beta-pregnane-20-one",CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(=O)COS(=O)(=O)O)O)C)OS(=O)(=O)O,4.5206046,30157.503684655647,inactive
"11,20-Dioxo-5beta-pregnane-3alpha,17,21-triol 21-sulfate",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)COS(=O)(=O)O)O)C)O,4.759914,17381.453009223456,inactive
"20-Oxo-5alpha-pregnane-3alpha,11beta,17,21-tetraol 3,21-bissulfate",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)COS(=O)(=O)O)O)C)O)OS(=O)(=O)O,4.759914,17381.453009223456,inactive
"7beta,11alpha-Dibenzoyloxy(5beta)pregnane-3,20-dione",CC(=O)C1CCC2C1(CC(C3C2C(CC4C3(CCC(=O)C4)C)OC(=O)C5=CC=CC=C5)OC(=O)C6=CC=CC=C6)C,5.513107,3068.26719703715,intermediate
"Acetic acid 6,20-dioxo-5,19-cyclo-5beta-pregnane-3beta-yl ester",CC(=O)C1CCC2C1(CCC3C2CC(=O)C45C3(C4)CCC(C5)OC(=O)C)C,5.528477,2961.57549595026,intermediate
(20S)-20-Azido-5beta-pregnane-3alpha-ylsulfate,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C)N=[N+]=[N-],4.645822,22603.61761899825,inactive
"2beta-[(2S)-2-Benzylmorpholino]-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)N5CCOC(C5)CC6=CC=CC=C6)C)C,6.53937,288.8217798865491,active
Hydroxymethyl-pregnane,CC12CCCCC1CCC3C2CCC4(C3CCC4CCCO)C,4.3901377,40725.11577158011,inactive
"3alpha,20-Dihydroxy-20-methyl-5alpha-pregnane",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(C)(C)O)C)O,4.241919,57290.28191255645,inactive
"(5Z,7E,20S)-Pregnane-5,7-diene-3beta,20-diol",CC(C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C)O,5.163574,6861.606069829445,intermediate
"(20S)-3-Oxo-20-methyl-5alpha-pregnane-7alpha,21-diyl dibenzoate",CC(COC(=O)C1=CC=CC=C1)C2CCC3C2(CCC4C3C(CC5C4(CCC(=O)C5)C)OC(=O)C6=CC=CC=C6)C,5.264143,5443.234065411296,intermediate
"Pregnane-3,16,20-triol",CC(C1C(CC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.630203,23431.345603996862,inactive
"3alpha-Hydroxy-3beta-methyl-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)(C)O)C)C,4.4730067,33650.63583317762,inactive
"21-Hydroxy-5alpha-pregnane-3,11,20-trione",CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C,4.152616,70369.42072747265,inactive
"11beta-Acryloyloxy-5alpha-pregnane-3,20-dione",CC(=O)C1CCC2C1(CC(C3C2CCC4C3(CCC(=O)C4)C)OC(=O)C=C)C,4.568135,27031.193120844728,inactive
"6beta-Methyl-5alpha-pregnane-3,11,20-trione",CC1CC2C3CCC(C3(CC(=O)C2C4(C1CC(=O)CC4)C)C)C(=O)C,4.4118257,38741.31367784661,inactive
"20,20-Ethylenedioxy-16alpha-methyl-5alpha-pregnane-3alpha,11beta-diol",CC1CC2C3CCC4CC(CCC4(C3C(CC2(C1C5(OCCO5)C)C)O)C)O,4.86708,13580.62597239334,inactive
"2beta-n-Butyl-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCCCC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1O)C,4.5678205,27050.75873735267,inactive
"(20S)-20-Methyl-21-[3-(4-aminobutylamino)propylcarbamoyloxy]-5alpha-pregnane-3alpha,7alpha-diol",CC(COC(=O)NCCCNCCCCN)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,4.381626,41531.14176953169,inactive
"Pregnane-3,6-diol, 20-(3-hydroxy-5-methyl-2-piperidinyl)-, (3beta,5alpha)-",CC1CC(C(NC1)C(C)C2CCC3C2(CCC4C3CC(C5C4(CCC(C5)O)C)O)C)O,4.9127975,12223.6962364447,inactive
"3alpha-Hydroxy-2beta-methyl-5alpha-pregnane-11,20-dione",CC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1O)C,5.28313,5210.385194272914,intermediate
"21-Bromo-3alpha-hydroxy-2beta-methoxy-5alpha-pregnane-11,20-dione",CC12CC(C(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CBr)C)O)OC,4.3566675,43987.82426915601,inactive
"2beta-Methoxy-3alpha-trifluoroacetoxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)OC(=O)C(F)(F)F)OC)C)C,5.0237746,9467.28336414876,intermediate
"2beta-Acetoxy-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)OC(=O)C)C)C,4.9306736,11730.766783047564,inactive
"2beta-(2-Cyanoethoxy)-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)OCCC#N)C)C,4.265415,54273.12246892712,inactive
"2beta-(2-Ethoxycarbonylethoxy)-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCOC(=O)CCOC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1O)C,4.463063,34430.01697193577,inactive
"3alpha-Hydroxy-2beta-methoxy-16beta-methyl-5alpha-pregnane-11,20-dione",CC1CC2C3CCC4CC(C(CC4(C3C(=O)CC2(C1C(=O)C)C)C)OC)O,4.6187496,24057.493740626946,inactive
"2beta-Ethylthio-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCSC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1O)C,4.6014295,25036.322521845734,inactive
"3alpha-Trifluoroacetoxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C(F)(F)F)C)C,5.1779876,6637.620592988551,intermediate
"20,20-Ethylenedioxy-2beta-methyl-5alpha-pregnane-3,11-dione",CC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C5(OCCO5)C)C)CC1=O)C,5.0934396,8064.18386081978,intermediate
"21-Morpholinoacetylthio-3alpha-hydroxy-5alpha-pregnane-11,20-dione citrate",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CSC(=O)CN5CCOCC5)C)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,4.5430174,28640.6330212938,inactive
"21-Morpholinoacetylthio-5alpha-pregnane-3,11,20-trione",CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CSC(=O)CN5CCOCC5)C,4.3019595,49893.09961571678,inactive
"3alpha-Hydroxy-21-methoxy-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)COC)C)O,4.2606864,54867.301667653046,inactive
"3alpha-Acetoxy-21-methoxy-5beta-pregnane-11,20-dione",CC(=O)OC1CCC2(C(C1)CCC3C2C(=O)CC4(C3CCC4C(=O)COC)C)C,4.827409,14879.5983877041,inactive
"3alpha-Hydroxy-21-morpholino-5alpha-pregnane-11,20-dione hydrochloride",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CN5CCOCC5)C)O.Cl,4.4514065,35366.61714919532,inactive
"21-Morpholino-5alpha-pregnane-3,11,20-trione",CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CN5CCOCC5)C,4.1596365,69241.02726918425,inactive
"3alpha-Hydroxy-21-methyl-5alpha-pregnane-11,20-dione",CCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.4290137,37237.99342411391,inactive
"21-Ethoxymethyl-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCOCCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.3456063,45122.55395779831,inactive
"3alpha-Hydroxy-21-methoxycarbonyl-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CC(=O)OC)C)O,4.1671386,68055.21705996402,inactive
"3alpha-Hydroxy-21-morpholinoacetylthiomethyl-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CCSC(=O)CN5CCOCC5)C)O,4.306769,49343.63116870944,inactive
"21-Diethylaminoacetoxymethyl-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCN(CC)CC(=O)OCCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.3456063,45122.55395779831,inactive
"3alpha-Hydroxy-21-iodo-acetoxymethyl-5alpha-pregnane-11,20-dione",CC(=O)OCC(C(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)I,4.912557,12230.46234612746,inactive
"21-Chloromethyl-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CCCl)C)O,4.2688828,53841.51213731003,inactive
"21-Ethyl-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.2695637,53757.16102410184,inactive
"5-(3alpha,12alpha-Diformyloxy-5beta-pregnane-20-yl)-trans-2-pentenoic acid methyl ester",CC(CCC=CC(=O)OC)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC=O)C)OC=O)C,4.237286,57904.7124319649,inactive
"3alpha,11beta-Bischloroacetoxy-20,20-ethylenedioxy-5alpha-pregnane",CC12CCC(CC1CCC3C2C(CC4(C3CCC4C5(OCCO5)C)C)OC(=O)CCl)OC(=O)CCl,4.358615,43791.02174835164,inactive
5alpha-Pregnane-20-carboxaldehyde,CC(C=O)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.606118,24767.478678242063,inactive
"(2beta,3alpha,5alpha)-3-Hydroxy-2-(2,2-dimethyl-4-morpholinyl)-pregnane-11,20-dione 2-hydroxy-1,2,3-propanetricarboxylate",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)N5CCOC(C5)(C)C)C)C.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,3.8060446,156298.72001634384,inactive
"(2beta,3alpha,5alpha)-3-Hydroxy-2-(2,2,6,6-tetramethyl-4-morpholinyl)pregnane-11,20-dione methanesulfonate",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)N5CC(OC(C5)(C)C)(C)C)C)C.CS(=O)(=O)O,4.5868936,25888.47339567781,inactive
"(2beta,3alpha,5alpha)-21-Chloro-3-hydroxy-2-(2,2-dimethyl-4-morpholinyl)-pregnane-11,20-dione methanesulfonate",CC1(CN(CCO1)C2CC3(C(CCC4C3C(=O)CC5(C4CCC5C(=O)CCl)C)CC2O)C)C.CS(=O)(=O)O,3.7891533,162497.49203457803,inactive
"(2beta,3alpha,5alpha)-21-(Acetyloxy)-3-hydroxy-2-(2,2-dimethyl-4-morpholinyl)pregnane-11,20-dione methanesulfonate",CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)N5CCOC(C5)(C)C)C)C.CS(=O)(=O)O,4.066598,85783.16417362483,inactive
"Pregnane-3,11,20,21-tetrol",CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(CO)O)C)O)O,4.5235906,29950.869528572683,inactive
"3alpha,11alpha,17alpha,21-Tetrahydroxy-5beta-pregnane-20-one",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O,4.332946,46457.32250790681,inactive
"Pregnane-3,20-diamine",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C)N,4.9180703,12076.182946469404,inactive
"Pregnane-3,20-diol, diacetate, (3beta,5alpha,20R)-",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"Pregnane-3,20-dione, 17-(acetyloxy)-6-methyl-, 3-(O-methyloxime), (5beta,6alpha)-",CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1CC(=NOC)CC4)C,4.935522,11600.53237712348,inactive
"5beta-Pregnane-3alpha,20alpha-diol, bis(pentafluoropropionate)",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C(C(F)(F)F)(F)F)C)C)OC(=O)C(C(F)(F)F)(F)F,4.45407,35150.37063938365,inactive
"5beta-Pregnane-3alpha,20alpha-diol, (3-O)-TBDMSi, (20-O)-TMSi",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C(C)(C)C)C)C)O[Si](C)(C)C,4.539773,28855.394263447262,inactive
"5alpha-pregnane-3,20-dione, MO-TMS, anti",CC(=NOC)C1CCC2C1(CCC3C2CCC4C3(CCC(=NOC)C4)C)C,4.696305,20123.114664364068,inactive
"5alpha-Pregnane-11,20-dione-3alpha,21-diol, EO-TMS, # 1",CCON=C1CC2(C(CCC2C(=NOCC)CO[Si](C)(C)C)C3C1C4CCC(CC4CC3)O[Si](C)(C)C)C,4.5134993,30654.95903121452,inactive
"5beta-Pregnane-11,20-dione-3alpha,21-diol, EO-TMS, # 1",CCON=C1CC2(C(CCC2C(=NOCC)CO[Si](C)(C)C)C3C1C4CCC(CC4CC3)O[Si](C)(C)C)C,4.5134993,30654.95903121452,inactive
"5beta-Pregnane-11,20-dione-3alpha,21-diol, MO-TMS, # 1",CC12CC(=NOC)C3C4CCC(CC4CCC3C1CCC2C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C,4.3053393,49506.32215388767,inactive
"5beta-Pregnane-20-one-3alpha,21-diol, MO-TMS, # 1",CC12CCC3C4CCC(CC4CCC3C1CCC2C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C,4.407178,39158.14181482233,inactive
"5beta-Pregnane-20-one-3alpha,21-diol, TMSO-TMS, # 1",CC12CCC3C4CCC(CC4CCC3C1CCC2C(=NO[Si](C)(C)C)CO[Si](C)(C)C)O[Si](C)(C)C,4.6991587,19991.31358023028,inactive
"5-Pregnane-11-one-3alpha,20alpha-diol, EO-TMS",CCON=C1CC2(C(CCC2C(C)O[Si](C)(C)C)C3C1C4(CCC(CC4CC3)O[Si](C)(C)C)C)C,4.419621,38052.133282242845,inactive
"5-Pregnane-11-one-3alpha,20alpha-diol, MO-TMS",CC(C1CCC2C1(CC(=NOC)C3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O[Si](C)(C)C,4.337727,45948.66841762513,inactive
"11alpha-Hydroxy-16alpha-methyl-5beta-pregnane-3,20-dione",CC1CC2C3CCC4CC(=O)CCC4(C3C(CC2(C1C(=O)C)C)O)C,4.2731304,53317.47612283462,inactive
"(20R)-3beta,20-Diacetoxy-5alpha-pregnane-11-one",CC(C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.9245315,11897.851393285746,inactive
(20R)-3beta-(Tosyloxy)-20-(benzoyloxy)-5alpha-pregnane-7-one,CC1=CC=C(C=C1)S(=O)(=O)OC2CCC3(C4CCC5(C(C4C(=O)CC3C2)CCC5C(C)OC(=O)C6=CC=CC=C6)C)C,5.550335,2816.21021593651,intermediate
"(20R)-5alpha-Pregnane-3alpha,7alpha,20-triol 20-benzoate",CC(C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C)OC(=O)C5=CC=CC=C5,4.843853,14326.727587673144,inactive
"5-Methyl-19-nor-5beta-pregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4(C3CCC(=O)C4)C)C,3.9867601,103095.53591465292,inactive
"(20R)-6beta-Methoxy-20-[[5-(bromomethyl)isoxazol-3-yl]methyl]-3alpha,5-cyclo-5alpha-pregnane",CC(CC1=NOC(=C1)CBr)C2CCC3C2(CCC4C3CC(C56C4(CCC5C6)C)OC)C,4.155753,69862.94104236082,inactive
"(14beta)-1beta,11alpha,19-Triacetoxy-3beta-(2-O,3-O,4-O-trisacetyl-alpha-L-rhamnopyranosyloxy)-5,14-dihydroxy-21-diazo-5beta-pregnane-20-one",CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4OC(=O)C)C)C(=O)C=[N+]=[N-])O)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,5.8542233,1398.8680423029216,intermediate
"(9beta,10alpha,13alpha,14beta,17S)-3alpha,17-Dihydroxy-4,4,8alpha-trimethyl-5beta-pregnane-21-oic acid methyl ester",CC1(C2CCC3(C(C2(CCC1O)C)CCC4(C3CCC4(CC(=O)OC)O)C)C)C,3.8669646,135842.42361303963,inactive
"(14S,17S,20S)-3beta-[3-O-Methyl-4-O-[3-O-methyl-4-O-(3-O-methyl-6-deoxy-beta-D-glucopyranosyl)-2,6-dideoxy-beta-D-arabino-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyloxy]-5alpha-pregnane-12beta,14,17,20-tetrol 12-trans-cinnamate 20-nicotinate",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7(C(C)OC(=O)C8=CN=CC=C8)O)O)C)OC(=O)C=CC9=CC=CC=C9)C)C)C)O)OC)O,6.7714047,169.27594883400857,active
"(14S,17S,20S)-3beta-[3-O-Methyl-4-O-[3-O-methyl-4-O-(3-O-methyl-4-O-beta-D-glucopyranosyl-6-deoxy-beta-D-glucopyranosyl)-2,6-dideoxy-beta-D-arabino-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyloxy]-5alpha-pregnane-12beta,14,17,20-tetrol 12-trans-cinnamate 20-[(E)-2-methyl-2-butenoate]",CC=C(C)C(=O)OC(C)C1(CCC2(C1(C(CC3C2CCC4C3(CCC(C4)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7C(C(C(C(O7)C)OC8C(C(C(C(O8)CO)O)O)O)OC)O)OC)OC)C)OC(=O)C=CC9=CC=CC=C9)C)O)O,6.474689,335.20538989035896,active
4alpha-Methyl-3beta-hydroxy-5alpha-pregnane-20-one,CC1C2CCC3C4CCC(C4(CCC3C2(CCC1O)C)C)C(=O)C,5.459958,3467.703234358516,intermediate
3-Acetoxy-6-hydroxy-5-bromo-5alpha-pregnane-20-one,CC(=O)C1CCC2C1(CCC3C2CC(C4(C3(CCC(C4)OC(=O)C)C)Br)O)C,5.2341704,5832.161788665596,intermediate
"3-Acetoxy-5-bromo-6,19-epoxy-5alpha-pregnane-20-one",CC(=O)C1CCC2C1(CCC3C2CC4C5(C3(CCC(C5)OC(=O)C)CO4)Br)C,5.5614676,2744.9368179085686,intermediate
"(20R)-7-Nor-5alpha-pregnane-3beta,20-diol 3-tosylate 20-benzoate",CC1=CC=C(C=C1)S(=O)(=O)OC2CCC3(C4CCC5(C(C4CC3C2)CCC5C(C)OC(=O)C6=CC=CC=C6)C)C,5.021694,9512.744156863224,intermediate
"(20R)-6beta-Methoxy-3alpha,5-cyclo-16alpha,17-epoxy-5alpha-pregnane-20-methanol",CC(CO)C12C(O1)CC3C2(CCC4C3CC(C56C4(CCC5C6)C)OC)C,4.2393456,57630.77361868935,inactive
"6beta-Methoxy-20-methyl-3alpha,5-cyclo-16alpha,17-epoxy-5alpha-pregnane-20-carboxamide",CC12CCC3C1(C3)C(CC4C2CCC5(C4CC6C5(O6)C(C)(C)C(=O)N)C)OC,3.6507013,223510.9042626917,inactive
"(8alpha,10alpha,13alpha,17S)-3alpha-Hydroxy-4,4,8-trimethyl-17,21-[oxy[(1S,2S,5R)-2-isopropyl-5-methylcyclohexane-1,1-diyl]oxy]-5beta-pregnane-21-one",CC1CCC(C2(C1)OC(=O)CC3(O2)CCC4C3(CCC5C4(CCC6C5(CCC(C6(C)C)O)C)C)C)C(C)C,4.013331,96977.0711325478,inactive
"11alpha,12alpha-(4-Nitrophenylsulfonylimino)pregnane-3,20-dione",CC(=O)C1CCC2C1(C3C(N3S(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-])C5C2CCC6C5(CCC(=O)C6)C)C,4.41637,38338.05578575063,inactive
(20S)-20-Methyl-21-[3-[4-(3-aminopropylamino)butylamino]propylcarbamoyloxy]-5alpha-pregnane-3alpha-ol,CC(COC(=O)NCCCNCCCCNCCCN)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.498137,31758.720908745625,inactive
"(20S)-3alpha,7alpha,12alpha-Triacetoxy-20-vinyl-5beta-pregnane",CC(C=C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)OC(=O)C)C,4.9395623,11493.11306866156,inactive
"3beta-Acetoxy-5-bromo-6,19-epoxy-5alpha-pregnane-20-one",CC(=O)C1CCC2C1(CCC3C2CC4C5(C3(CCC(C5)OC(=O)C)CO4)Br)C,5.5614676,2744.9368179085686,intermediate
"3beta-Hydroxy-5-bromo-6,19-epoxy-5alpha-pregnane-20-one ethylene acetal",CC12CCC3C(C1CCC2C4(OCCO4)C)CC5C6(C3(CCC(C6)O)CO5)Br,4.7557526,17548.800488368608,inactive
"(20S)-6beta-Methoxy-20-[(1R,2R)-1-hydroxy-2-(tert-butyldimethylsiloxy)-3-oxobutyl]-3alpha,5-cyclo-5alpha-pregnane",CC(C1CCC2C1(CCC3C2CC(C45C3(CCC4C5)C)OC)C)C(C(C(=O)C)O[Si](C)(C)C(C)(C)C)O,4.091645,80975.79790052336,inactive
"17,21-(Cyclohexylboranediyl)bisoxy-5beta-pregnane-3,11,20-trione",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(=O)C5)C)C)C6CCCCC6,3.692307,203092.08799371845,inactive
"17-(Trimethylsiloxy)-5alpha-pregnane-3,20-dione bis(O-methyl oxime)",CC(=NOC)C1(CCC2C1(CCC3C2CCC4C3(CCC(=NOC)C4)C)C)O[Si](C)(C)C,4.0473228,89676.2109479408,inactive
"11beta,17,21-Tris(trimethylsiloxy)-5alpha-pregnane-3,20-dione bis(O-methyl oxime)",CC12CCC(=NOC)CC1CCC3C2C(CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,4.22494,59574.46855738216,inactive
