canonical_smiles,standard_value,pIC50
Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(F)(F)F)n2CC[C@@H](O)C[C@@H](O)CC(=O)[O-])cc(C)c1F.[Na+],31.0,7.51
CC(C)c1sc(-c2ccccc2)c(C2CCCC2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],417.0,6.38
CC(C)(C)n1nnc(C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c2ccc(F)cc2)c2ccc(F)cc2)n1.[Na+],3700.0,5.43
C=C(C)CO[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@H]21,360.0,6.44
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2Oc2ccccc2)O1,1100.0,5.96
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)S(=O)(=O)N(C)Cc1ccccc1,8.5,8.07
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)c1ccnn1C,2.5,8.6
CC(C)c1nc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,1.0,9.0
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)Nc1cccc(O)c1,9.4,8.03
O[C@@H]1CC(CCc2c(Cl)cc(Cl)cc2-c2ccccc2)OC(=O)C1,100.0,7.0
CC(C)c1c(C(=O)NCc2cccc(Cl)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,5.4,8.27
CN(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],9.0,8.05
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.0,9.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,13.0,7.89
CCCCCCCCCCCCCCC(O)(CC(O)=O)CC(O)=O,130000.0,3.89
CC(C)c1cc(SC(C)(C)Sc2cc(C(C)C)c(OCC(O)C[C@@H](O)CC([O-])=O)c(c2)-c2ccc(F)cc2)cc(c1[O-])-c1ccc(F)cc1,30.0,7.52
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)NCc1cccc(c1)C#N)-c1ccc(F)cc1,2.2,8.66
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccccc1F)-c1ccc(F)cc1,4.8,8.32
CC(C)c1c(S(=O)(=O)Nc2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],15.0,7.82
O=C1C[C@H](O)C[C@@H](CC[C@@H]2CCC[C@@H]3CCCC[C@@H]32)O1,107000.0,3.97
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccc(F)c1)-c1ccccc1,49.0,7.31
COc1cccc(Sc2c(F)cc3c(Sc4cccc(OC)c4)c(\C=C\[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2F)c1,49700.0,4.3
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(c1nnnn1C)S(C)(=O)=O,4.2,8.38
Cc1cc(C)c(OCC(O)C[C@@H](O)CC([O-])=O)c(CC2CCCCC2)c1,100.0,7.0
Cc1cc(ccc1F)-c1cc(Cl)cc(C)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,6.0,8.22
COc1ccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc1.[Na+],28.0,7.55
CC(C)c1c(nn(c1OC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1)C(=O)N1CCC[C@@H](C1)c1ccccc1,4.8,8.32
O[C@H](C[C@H](O)\C=C\n1c(nc(c1-c1ccc(F)cc1)-c1ccc(F)cc1)C(F)(F)F)CC([O-])=O,13.0,7.89
C/C=C\[C@@H]1C[C@H](OC(C)=O)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,1500.0,5.82
[Na+].CC(C)c1c(Br)c(Br)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O,26.0,7.59
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2ccncc2)c1-c1ccc(F)cc1,5.0,8.3
CC(C)c1c(C)c(C)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,140.0,6.85
CCC(C)(C)C(=O)NC(C1CCCCC1)c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC([O-])=O,320.0,6.49
NC(=O)c1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2C2CC2)cc1,7.2,8.14
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)[C@@H](OC(=O)N(Cc2ccccc2)Cc2ccccc2)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,16.0,7.8
CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,2.2,8.66
Cc1cccc(-c2nc(C(F)(F)F)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)c1.[Na+],29.0,7.54
CCC(CC)(c1cccc(F)c1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],92000.0,4.04
CC(C)c1cc(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,347.0,6.46
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1cnc2cc(Sc3ccccc3)c(F)cc2c1Sc1ccccc1,4410.0,5.36
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccccc2F)O1,510.0,6.29
Cc1cc(C)c(OCC(O)C[C@@H](O)CC([O-])=O)c(c1)C(c1ccc(F)cc1)c1cccc(c1)C(F)(F)F,90.0,7.05
CC(C)c1c(C(=O)N2CCC[C@H](c3ccccc3)C2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,4.8,8.32
CCC(CC)(c1ccc(F)cc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],26000.0,4.59
CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].[Na+],440000.0,3.36
CCC\C(C)=C\[C@@H]1C[C@H](OC(=O)[C@@H](C)CC)[C@H]2[C@H](C1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,20.0,7.7
CC(C)c1sc(-c2ccccc2)c(-c2cccs2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1420.0,5.85
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O,4.1,8.39
COc1ccc(-c2cc(Cl)cc(Cl)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)cc1,470.0,6.33
CCOC(=O)c1c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c(c1-c1ccccc1)-c1ccccc1,170.0,6.77
C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C2[C@@H](OC(=O)c2ccc(F)cc2)C1,37.0,7.43
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(c1ccnn1C)S(C)(=O)=O,2.2,8.66
CCOC(=O)c1c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c(c1-c1ccc(cc1)C#N)-c1ccc(F)cc1,280.0,6.55
CC(C)c1nc(-c2cccc(S(C)(=O)=O)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.0,8.7
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)CC2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,13.0,7.89
O[C@@H]1CC(CCc2ccccc2-c2ccccc2)OC(=O)C1,44000.0,4.36
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],316.0,6.5
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2Cc2ccccc2)O1,530.0,6.28
CCOC(=O)c1c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c(c1-c1ccccc1)-c1ccc(F)cc1,200.0,6.7
Cn1nnnc1C(CCC(O)CC(O)CC(=O)[O-])Cc1ccc(F)cc1.[Na+],250000.0,3.6
CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(c1C(=O)Nc1ccccc1)-c1ccccn1)-c1ccc(F)cc1,2.4,8.62
CCCCCCCCCCCCCCCC1(O)CCOC(O)C1,1000000.0,3.0
O[C@H](C[C@H](O)\C=C\c1c2CCCC(CCc3ccccc3)c2nn1-c1ccc(F)cc1)CC([O-])=O,540.0,6.27
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2cccc(Cl)c2)c1-c1ccc(F)cc1.[Na+],17.0,7.77
[Na+].CC(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1,2.0,8.7
CC(C)c1sc(c(-c2cccs2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1,1420.0,5.85
O=C1C[C@H](O)C[C@@H](CCCc2c(Cl)cc(Cl)cc2COc2ccc(F)cc2)O1,170.0,6.77
CC(CC(O)=O)CC(=O)c1ccc2sc3ccccc3c2c1,160000.0,3.8
COc1cccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4cccc(OC)c4)c3cc2F)c1,3640.0,5.44
CCCCCCCCCCCCCCCCCCCC(O)(CC(=O)O)CC(=O)O,350000.0,3.46
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2cccnc2)O1,3400.0,5.47
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccc(C)cc1)-c1ccc(F)cc1,2.5,8.6
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)c1ccon1,7.0,8.15
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1F)-c1ccccc1,233.0,6.63
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCCc2ccccc2)O1,480.0,6.32
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1ccccc1,430.0,6.37
Cc1cc(-c2cc(Cl)cc(Cl)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)ccc1F,29.0,7.54
OC(COc1c(Cl)cc(Cl)cc1CC1CCCCC1)C[C@@H](O)CC([O-])=O,27.0,7.57
O[C@H](C[C@H](O)\C=C\c1c2CCCc3ccccc3-c2nn1-c1ccc(F)cc1)CC([O-])=O,2600.0,5.59
COCc1cccc(CNC(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)c1,31.0,7.51
CC(C)c1nc(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,316.0,6.5
Cc1nc(C)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(-c2ccc(F)cc2)n1,500.0,6.3
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(c1ccccc1)CCC2.[Na+],2800.0,5.55
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccccn2)O1,1200.0,5.92
CC(C)c1ccc(Sc2c(\C=C\[C@@H]3C[C@@H](O)CC(=O)O3)cnc3c(F)c(F)c(F)cc23)cc1,3210.0,5.49
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],10550.0,4.98
Cc1cc(C)c(OCC2C[C@@H](O)CC(=O)O2)c(C(Cl)C2CCCCC2)c1,1000.0,6.0
CC(C)c1c(C(=O)NCc2ccc(C(=O)N(C)C)cc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],25.0,7.6
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],1800.0,5.74
C=CCOC1C[C@@H](OCc2ccccc2)C[C@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,3.0,8.52
Cc1c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(C)n1-c1ccccc1)-c1ccc(F)cc1,250.0,6.6
CCNC(=O)c1c(c(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n1C(C)C)-c1ccc(F)cc1)-c1ccccn1,21.0,7.68
[Na+].CC(C)c1cc(-c2ccc(F)cc2)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(n1)C(C)C,3.0,8.52
C[C@@]1(O)C[C@@H](CCc2ccc(Cl)cc2Cl)OC(=O)C1,19800.0,4.7
COC(=O)c1c(C(=O)OC)c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c1-c1ccc(F)cc1,180.0,6.74
CC(C)Oc1ccccc1-c1ccc(C(C)C)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,3200.0,5.49
Cc1cc(C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(CC(C)C)c2ccc(F)cc2)c1.[Na+],140.0,6.85
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1-c1ccc(Cl)cc1,36.0,7.44
CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(c1C(=O)NCc1ccccc1)-c1ccccn1)-c1ccc(F)cc1,3.7,8.43
CC[C@H](C)C(=O)O[C@H]1C[C@@H](/C=C/Cc2ccccc2)C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,7.0,8.15
CC(C)c1c(Br)c(Br)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],26.0,7.59
CC(C)c1c(S(=O)(=O)Nc2cccc(CC(N)=O)c2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.0,9.0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/C(=C(c1ccc(F)cc1)c1ccc(F)cc1)n1cnnn1.[Na+],20.0,7.7
CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccnc1,1.0,9.0
CC(C)c1nc(Nc2nsc(-c3ccccc3)n2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],6.9,8.16
CC(C)c1nc(N(c2ccon2)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],33.0,7.48
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(F)cc(F)cc1-c1ccc(F)cc1,860.0,6.07
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,2000.0,5.7
CC(C)c1ccc(-c2cc(C)ccc2C)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,12000.0,4.92
CC(C)c1nc(-c2ccccc2)n(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.6,8.59
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(Br)c1C(C)C,0.3,9.52
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,25.0,7.6
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(OCC(Cl)(Cl)Cl)O1)N(C)S(C)(=O)=O,2.0,8.7
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1cccc3ccccc13)CCC2.[Na+],28.0,7.55
O=C1C[C@H](O)C[C@@H](/C=C/c2ccccc2-c2ccccc2)O1,3000.0,5.52
[Na+].CC(C)c1ccc(-c2ccc(C)cc2)c(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC([O-])=O,100.0,7.0
Cn1nnnc1C(/C=C/C(O)CC(O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],43.0,7.37
CCOC(=O)c1c(-c2ccccc2)c(-c2ccccc2)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c1CC,890.0,6.05
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCCC12CC3CC(CC(C3)C1)C2,3000.0,5.52
COc1cccc(c1)-c1nc(n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1)C(F)(F)F,20.0,7.7
Cc1nc2ccc(Cl)cc2c(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,720.0,6.14
Cc1cc(C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)c2ccc(F)cc2)c1.[Na+],160.0,6.8
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2ccc(C(F)(F)F)cc2)c1-c1ccc(F)cc1.[Na+],200.0,6.7
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)Nc1ccc(cc1)C(N)=O,5.8,8.24
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)N(C)S(C)(=O)=O,4.0,8.4
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(F)c1F)-c1ccc(F)cc1,14.0,7.85
Cc1ccc(-c2cccc(c2)C(F)(F)F)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1500.0,5.82
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N1CCCCC1)-c1ccc(F)cc1,47.0,7.33
CC(C)c1c(S(=O)(=O)N2CCOCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],4.5,8.35
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1-c1ccc(F)cc1,5.0,8.3
Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)c(CO)c1,49.0,7.31
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1cccs1.[Na+],215.0,6.67
Cc1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+],65.0,7.19
COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c1-c1ccc(F)cc1)C(C)C,2.8,8.55
Cc1cc(C)cc(-c2nc(C(F)(F)F)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)c1.[Na+],24.0,7.62
CC(C)c1c(C(=O)N2CCC[C@H](N3CCC4C=CC=CC4C3)C2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O,10.0,8.0
CCN(Cc1ccccc1)C(=O)c1nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c1C(C)C)-c1ccc(F)cc1,14.0,7.85
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1-c1ccc(Cl)c(Cl)c1,25.0,7.6
COc1ccc(cc1)-c1c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(sc1-c1ccccc1)C(C)C,2430.0,5.61
CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,2000.0,5.7
CCn1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)c1C(N)=O.[Na+],30.0,7.52
C[C@]1(O)CC(=O)O[C@H](/C=C/c2ccc(Cl)cc2Cl)C1,20000.0,4.7
CC(C)c1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1-c1ccccc1.[Na+],7.0,8.15
COc1cccc(Sc2cc3ncc(\C=C\[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4cccc(OC)c4)c3cc2F)c1,3640.0,5.44
Cc1cc(C)cc(c1)-c1nc(n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1)C(F)(F)F,24.0,7.62
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N1CCC[C@@H](C1)c1ccccc1)-c1ccc(F)cc1,2.1,8.68
CCn1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)c1C(=O)NCc1ccc(C(=O)[O-])cc1.[Na+].[Na+],0.85,9.07
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OC(C)=O)[C@@H]1[C@@H]2C[C@H](OC(C)=O)[C@]2(C)[C@@H]([C@H](C)CC(O)CC(O)CC(=O)[O-])CC[C@@H]12.[Na+],39200.0,4.41
Cc1cc(C)cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1.[Na+],56.0,7.25
Cn1nnc(C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c2ccc(F)cc2)c2ccc(F)cc2)n1.[Na+],30000.0,4.52
CC(C)c1ccc(-c2ccc(F)cc2F)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1600.0,5.8
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)S(=O)(=O)Nc1ccccc1,9.0,8.05
CC(C)c1c(C(=O)N(C)[C@H](C)c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.5,8.82
Cc1cc(C)c2c(c1)-c1ccccc1/C2=C\[C@@H]1C[C@@H](O)CC(=O)O1,750.0,6.12
Cc1ccc(C)c(-c2ccc(C(C)C)n2CC[C@@H]2C[C@@H](O)CC(=O)O2)c1,12000.0,4.92
CCC(C)(C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C\C(C)C,1200.0,5.92
OC(COc1c(Cl)cc(Cl)cc1C(F)=C1CCCCC1)C[C@@H](O)CC([O-])=O,95.0,7.02
[Na+].CC(C)c1c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(cc(C)[n+]1[O-])-c1ccc(F)cc1,9.4,8.03
COc1ccc(cc1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,470.0,6.33
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1ccccc1)-c1ccc(F)cc1,6.2,8.21
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.0,8.7
CC(C)c1cc(c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccn1,46.0,7.34
COc1ccc(OC2C[C@H](O)C[C@@H](CCn3c(-c4ccc(F)cc4)c(-c4ccccc4)c(C(=O)Nc4ccccc4)c3C(C)C)O2)c(OC)c1,1.0,9.0
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)c1ccn(C)n1,2.5,8.6
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)[C@H](O)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,289.0,6.54
CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+],50.0,7.3
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCCc1ccccc1)-c1ccc(F)cc1,15.0,7.82
CCc1nc(cc(-c2ccc(F)cc2)c1CCC1C[C@@H](O)CC(=O)O1)-c1ccccc1,3.0,8.52
CSCOc1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,760.0,6.12
O[C@@H]1CC(CCc2c(Cl)cc(Cl)c3cc(Cl)ccc23)OC(=O)C1,33.0,7.48
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OC(c2ccccc2)c2ccccc2)O1,6300.0,5.2
Cc1cc(C)c(OCC(O)C[C@@H](O)CC([O-])=O)c(c1)C(c1ccc(F)cc1)c1ccc(F)cc1,70.0,7.15
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,14.0,7.85
CC(C)c1cc(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],2.7,8.57
CC(C)c1nc(N(c2ccn(C)n2)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],3.7,8.43
Cc1cc(C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2cccc(C(F)(F)F)c2)c1.[Na+],90.0,7.05
